crash_record_id,record_id,record_type,notes
ade7f1b1ef610f6f21628093b3f8a47c342fa164f9b5901919b26ce43b1eaac82ef4939a93521c27ee22b5ae2a05887f7598d959f01519af26155934fe1d67a8,ade7f1b1ef610f6f21628093b3f8a47c342fa164f9b5901919b26ce43b1eaac82ef4939a93521c27ee22b5ae2a05887f7598d959f01519af26155934fe1d67a8,crash,"appears to be a shooting that led to a crash:
https://chicago.suntimes.com/crime/2020/1/22/21077640/tyrese-hearon-shooting-attempted-robbery-west-garfield-park-kilpatrick-gun-violence
2020-01-22 13:33
225 S KILPATRICK AVE, austin
OTHER
fatalities: 1 injured: 0
- ? M FATAL"
b02f99b14f9efac672284aeb124698126c987287a2a6bddce65730301d71bc67db32b6a892e709f63a2925652b7706d76142b329cd103597ebb5dce109a1db89,b02f99b14f9efac672284aeb124698126c987287a2a6bddce65730301d71bc67db32b6a892e709f63a2925652b7706d76142b329cd103597ebb5dce109a1db89,crash,crash_type=ANIMAL
b47f5d4f6697ef52c232c44037533030b37d16e30023398eb21bdd6f010e3a968ced5649a7b652b53ee1009c52b73acc6cc5d612562b0d5d713e8febde6c5883,b47f5d4f6697ef52c232c44037533030b37d16e30023398eb21bdd6f010e3a968ced5649a7b652b53ee1009c52b73acc6cc5d612562b0d5d713e8febde6c5883,crash,crash_type=ANIMAL
bbfd065d79760f1dda73be8f0f09e48788bf916ce82b8f6d173879df99475c7370c0d7310f195f61b201344d65714a1038d3c53b5d18800c05d6e8e2adf160b5,bbfd065d79760f1dda73be8f0f09e48788bf916ce82b8f6d173879df99475c7370c0d7310f195f61b201344d65714a1038d3c53b5d18800c05d6e8e2adf160b5,crash,"appears to be a shooting
- url: https://chicago.suntimes.com/crime/2020/8/14/21368605/montrell-lee-morgan-park-shooting-man-shot-killed-108th-gun-violence
  title: Man shot to death in Morgan Park
  site: Chicago Sun-Times
  date: '2020-08-14T08:46:34Z'
  description: Montrell Lee, 27, was shot in the chest and back about 11:35 p.m. while driving through an alley in the 1000 block of West 108th Place, officials said."
c413f826b72c8c65ead7305cbfc5f668d2018a21be8d5bb6cf58969b5f602004da36dadf1e950c08b814f8f6c35f13ac8f5843c68de97c7f50a8321f9320df42,O786459,person,ped fatal revised to incapacitating
c413f826b72c8c65ead7305cbfc5f668d2018a21be8d5bb6cf58969b5f602004da36dadf1e950c08b814f8f6c35f13ac8f5843c68de97c7f50a8321f9320df42,O786460,person,ped fatal revised to incapacitating
c413f826b72c8c65ead7305cbfc5f668d2018a21be8d5bb6cf58969b5f602004da36dadf1e950c08b814f8f6c35f13ac8f5843c68de97c7f50a8321f9320df42,746959,vehicle,ped fatal revised to incapacitating
ceb2f8eb126f8ad7aa723aa5b98b90a62a9d1422ebbc5059ff8582c0c2b3b4a93edf7540fe91f9780bcda6670f155c152c1d314bd9fb1b249db916a0338d59b7,O551015,person,"84yrold driver, parked veh updated to be truck"
ceb2f8eb126f8ad7aa723aa5b98b90a62a9d1422ebbc5059ff8582c0c2b3b4a93edf7540fe91f9780bcda6670f155c152c1d314bd9fb1b249db916a0338d59b7,P124174,person,"84yrold driver, parked veh updated to be truck"
ceb2f8eb126f8ad7aa723aa5b98b90a62a9d1422ebbc5059ff8582c0c2b3b4a93edf7540fe91f9780bcda6670f155c152c1d314bd9fb1b249db916a0338d59b7,P124175,person,"84yrold driver, parked veh updated to be truck"
ceb2f8eb126f8ad7aa723aa5b98b90a62a9d1422ebbc5059ff8582c0c2b3b4a93edf7540fe91f9780bcda6670f155c152c1d314bd9fb1b249db916a0338d59b7,525804,vehicle,"84yrold driver, parked veh updated to be truck"
d3c723f453b3319348065ff841f12ce994b136b1e8bcbeef2a4b9657e7e1adb28e4f4015c9efe8970adefa494a84b168e5c4469ac2ae47b48a2b1946d786a082,O1290137,person,https://chi.streetsblog.org/2022/03/03/cisco-engineer-gerardo-marciales-41-fatally-struck-while-crossing-dlsd-on-a-divvy-bike
